原文	语言	首选简中译名	别名	类别	适用作品	备注	依据	状态
ヤキフグ16bit ブルー	ja	烧河豚点阵T恤 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL024	verified
Ink-Black Tangle Top	en	缠绕钩爪T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL026	verified
カラマリフック ブラック	ja	缠绕钩爪T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL026	verified
Deepsea Tangle Top	en	缠绕钩爪T恤 深色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL027	verified
カラマリフック ディープ	ja	缠绕钩爪T恤 深色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL027	verified
Sharkfin Raglan	en	鲨鱼插肩袖上衣		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL028	verified
シャークラグラン	ja	鲨鱼插肩袖上衣		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TEL028	verified
White Tee	en	鱿鱼T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES000	verified
イカホワイト	ja	鱿鱼T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES000	verified
Black Squideye	en	鱿鱼眼T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES001	verified
イカノメＴ ブラック	ja	鱿鱼眼T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES001	verified
Sky-Blue Squideye	en	鱿鱼眼T恤 浅蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES003	verified
イカノメＴ ライトブルー	ja	鱿鱼眼T恤 浅蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES003	verified
Rockenberg White	en	罗肯贝格T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES004	verified
ロッケンベルグＴ ホワイト	ja	罗肯贝格T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES004	verified
Rockenberg Black	en	罗肯贝格T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES005	verified
ロッケンベルグＴ ブラック	ja	罗肯贝格T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES005	verified
Black Tee	en	鱿鱼T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES006	verified
イカブラック	ja	鱿鱼T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES006	verified
Sunny-Day Tee	en	晴天橘T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES007	verified
サニーオレンジＴ	ja	晴天橘T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES007	verified
Rainy-Day Tee	en	雨天蓝T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES008	verified
レイニーブルーＴ	ja	雨天蓝T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES008	verified
Reggae Tee	en	牙买加鱿鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES009	verified
イカジャマイカ	ja	牙买加鱿鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES009	verified
Fugu Tee	en	圆圆河豚T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES010	verified
マルフグＴ	ja	圆圆河豚T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES010	verified
Mint Tee	en	薄荷绿T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES011	verified
ミントＴ	ja	薄荷绿T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES011	verified
Grape Tee	en	葡萄紫T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES012	verified
グレープＴ	ja	葡萄紫T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES012	verified
Red Vector Tee	en	向量图案T恤 红色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES013	verified
ベクトルパターン レッド	ja	向量图案T恤 红色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES013	verified
Gray Vector Tee	en	向量图案T恤 灰色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES014	verified
ベクトルパターン グレー	ja	向量图案T恤 灰色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES014	verified
Blue Peaks Tee	en	山岳T恤 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES015	verified
ヤマビコＴ ブルー	ja	山岳T恤 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES015	verified
Ivory Peaks Tee	en	山岳T恤 象牙色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES016	verified
ヤマビコＴ アイボリー	ja	山岳T恤 象牙色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES016	verified
Squid-Stitch Tee	en	千鸟哈密瓜绿T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES017	verified
チドリメロンＴ	ja	千鸟哈密瓜绿T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES017	verified
Pirate-Stripe Tee	en	海盗风横纹T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES018	verified
パイレーツボーダー	ja	海盗风横纹T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES018	verified
Sailor-Stripe Tee	en	海军风横纹T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES019	verified
マリンボーダー	ja	海军风横纹T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES019	verified
White 8-Bit FishFry	en	烧河豚点阵T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES020	verified
ヤキフグ8bit ホワイト	ja	烧河豚点阵T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES020	verified
Black 8-Bit FishFry	en	烧河豚点阵T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES021	verified
ヤキフグ8bit ブラック	ja	烧河豚点阵T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES021	verified
White Anchor Tee	en	真格T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES022	verified
ガチホワイト	ja	真格T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES022	verified
Black Anchor Tee	en	真格T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES023	verified
ガチブラック	ja	真格T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES023	verified
Carnivore Tee	en	肉食动物T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES026	verified
ニクショクＴ	ja	肉食动物T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES026	verified
Pearl Tee	en	珍珠点点T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES027	verified
パールドットＴ	ja	珍珠点点T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES027	verified
Octo Tee	en	章鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES028	verified
タコＴ	ja	章鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES028	verified
Herbivore Tee	en	草食动物T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES029	verified
ソウショクＴ	ja	草食动物T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES029	verified
Black V-Neck Tee	en	鱿鱼V领T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES030	verified
イカブラックV	ja	鱿鱼V领T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES030	verified
White Deca Logo Tee	en	大LogoT恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES031	verified
デカロゴＴ シロ	ja	大LogoT恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES031	verified
Half-Sleeve Sweater	en	五分袖套头衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES032	verified
スウェットT ゴブ	ja	五分袖套头衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES032	verified
King Jersey	en	王者HK衬衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES033	verified
キングHKシャツ	ja	王者HK衬衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES033	verified
Gray 8-Bit FishFry	en	烧河豚点阵T恤 灰色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES034	verified
ヤキフグ8bit グレー	ja	烧河豚点阵T恤 灰色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES034	verified
White V-Neck Tee	en	鱿鱼V领T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES035	verified
イカホワイトV	ja	鱿鱼V领T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES035	verified
White Urchin Rock Tee	en	刺冠海胆摇滚T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES036	verified
ガンガゼロックT シロ	ja	刺冠海胆摇滚T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES036	verified
Black Urchin Rock Tee	en	刺冠海胆摇滚T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES037	verified
ガンガゼロックT クロ	ja	刺冠海胆摇滚T恤 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES037	verified
Wet Floor Band Tee	en	乐队T恤 WETFLOOR		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES038	verified
バンドT WETFLOOR	ja	乐队T恤 WETFLOOR		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES038	verified
Squid Squad Band Tee	en	乐队T恤 SQUIDSQUAD		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES039	verified
バンドT SQUIDSQUAD	ja	乐队T恤 SQUIDSQUAD		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES039	verified
Navy Deca Logo Tee	en	大LogoT恤 深蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES040	verified
デカロゴT ノーコン	ja	大LogoT恤 深蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES040	verified
Mister Shrug Tee	en	耸肩先生T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES041	verified
ミスターシュラッグT	ja	耸肩先生T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES041	verified
Chirpy Chips Band Tee	en	乐队T恤 ABXY		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES042	verified
バンドT ABXY	ja	乐队T恤 ABXY		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES042	verified
Hightide Era Band Tee	en	乐队T恤 HIGHTIDEERA		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES043	verified
バンドT HIGHTIDEERA	ja	乐队T恤 HIGHTIDEERA		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES043	verified
ω-3 Tee	en	ω-3T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES046	verified
ω-3T	ja	ω-3T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES046	verified
Annaki Polpo-Pic Tank	en	无法无天章鱼图案T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES047	verified
アナアキT ポルポピック	ja	无法无天章鱼图案T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES047	verified
Firewave Tee	en	火热渐层T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES048	verified
ホットグラデT	ja	火热渐层T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES048	verified
Takoroka Galactic Tie Dye	en	暇古扎染T恤 银河		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES049	verified
ヤコタイダイ ギャラクシー	ja	暇古扎染T恤 银河		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES049	verified
Takoroka Rainbow Tie Dye	en	暇古扎染T恤 彩虹		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES050	verified
ヤコタイダイ レインボー	ja	暇古扎染T恤 彩虹		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES050	verified
Missus Shrug Tee	en	耸肩小姐T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES051	verified
ミズシュラッグT	ja	耸肩小姐T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES051	verified
League Tee	en	联盟T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES052	verified
リーグT	ja	联盟T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES052	verified
Friend Tee	en	好友T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES053	verified
フレンドT	ja	好友T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES053	verified
Tentatek Slogan Tee	en	艾洛眼口号T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES054	verified
アロメスローガンT	ja	艾洛眼口号T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES054	verified
Icewave Tee	en	冰原渐层T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES055	verified
アイスグラデT	ja	冰原渐层T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES055	verified
Octoking HK Jersey	en	章鱼皇HK衬衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES056	verified
キングオクトHKシャツ	ja	章鱼皇HK衬衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES056	verified
Dakro Nana Tee	en	大LogoT恤 奇异果绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES057	verified
デカロTキウイ	ja	大LogoT恤 奇异果绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES057	verified
Dakro Golden Tee	en	大LogoT恤 黄金		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES058	verified
デカロTゴールデン	ja	大LogoT恤 黄金		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES058	verified
Black Velour Octoking Tee	en	章鱼皇HKT恤 绒面黑		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES059	verified
キングオクトTブラックベロア	ja	章鱼皇HKT恤 绒面黑		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES059	verified
Green Velour Octoking Tee	en	章鱼皇HKT恤 绒面绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES060	verified
キングオクトTミドリベロア	ja	章鱼皇HKT恤 绒面绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES060	verified
Tri-Shred Tee	en	鱿鱼丝T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES063	verified
サキイカホワイト	ja	鱿鱼丝T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES063	verified
Tentatek Tandem	en	艾洛眼T恤 五分袖		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES064	verified
アロメT ゴブゴブ	ja	艾洛眼T恤 五分袖		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES064	verified
Annaki Choker Tee	en	无法无天T恤配颈链		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES066	verified
アナアキT チョーカー	ja	无法无天T恤配颈链		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES066	verified
Annaki Bracelet Tee	en	无法无天T恤配手链		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES067	verified
アナアキT アシメブレス	ja	无法无天T恤配手链		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES067	verified
White Retro Tee	en	再版T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES068	verified
リイシューT ホワイト	ja	再版T恤 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES068	verified
Blue Retro Tee	en	再版T恤 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES069	verified
リイシューT ブルー	ja	再版T恤 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES069	verified
Tan Retro Tee	en	再版T恤 棕色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES070	verified
リイシューT ブラウン	ja	再版T恤 棕色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES070	verified
Barazushi Wrap	en	散寿司披肩 海苔卷		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES071	verified
バラズシ ノリマキ	ja	散寿司披肩 海苔卷		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#TES071	verified
